merchant_id,mcc,merchant_name,country,ownership_changed_recently,baseline_risk
M1570,4814,Telecom Services 570,DE,True,Low
M1571,5541,Gas Stations 571,DE,False,Low
M1572,5812,Restaurants 572,GB,False,Medium
M1573,5411,Grocery Stores 573,FR,True,Medium
M1574,7999,Misc Rec Services 574,AU,False,Low
M1575,5732,Electronics Stores 575,FR,True,Low
M1576,5999,Misc Retail 576,RU,True,High
M1577,5411,Grocery Stores 577,CA,False,Low
M1578,7999,Misc Rec Services 578,DE,True,Low
M1579,4814,Telecom Services 579,GB,True,Low
M1580,5732,Electronics Stores 580,AU,False,Low
M1581,5732,Electronics Stores 581,AU,True,Medium
M1582,7999,Misc Rec Services 582,AU,False,Low
M1583,4814,Telecom Services 583,AU,True,Low
M1584,7999,Misc Rec Services 584,GB,False,Low
M1585,4814,Telecom Services 585,GB,False,Low
M1586,5411,Grocery Stores 586,AU,False,Low
M1587,5411,Grocery Stores 587,US,False,Low
M1588,7999,Misc Rec Services 588,GB,False,Low
M1589,7999,Misc Rec Services 589,RU,False,High
M1590,5999,Misc Retail 590,AU,False,Low
M1591,5411,Grocery Stores 591,DE,False,Low
M1592,5541,Gas Stations 592,DE,False,Low
M1593,5999,Misc Retail 593,FR,True,Low
M1594,5999,Misc Retail 594,AU,False,Medium
M1595,5812,Restaurants 595,DE,True,Low
M1596,4814,Telecom Services 596,US,False,Low
M1597,5732,Electronics Stores 597,AU,True,Low
M1598,5812,Restaurants 598,CA,False,Low
M1599,7999,Misc Rec Services 599,US,False,Low
M1600,5732,Electronics Stores 600,GB,False,Low
M1601,7999,Misc Rec Services 601,AU,True,Low
M1602,5541,Gas Stations 602,DE,True,Low
M1603,4814,Telecom Services 603,DE,False,Low
M1604,5732,Electronics Stores 604,CA,False,Low
M1605,5812,Restaurants 605,US,True,Low
M1606,5732,Electronics Stores 606,US,False,Low
M1607,5732,Electronics Stores 607,GB,False,Low
M1608,7999,Misc Rec Services 608,AU,True,Medium
M1609,4814,Telecom Services 609,US,False,Medium
M1610,5411,Grocery Stores 610,CA,False,Low
M1611,5812,Restaurants 611,AU,False,Low
M1612,5411,Grocery Stores 612,US,True,Low
M1613,5812,Restaurants 613,FR,False,Low
M1614,5732,Electronics Stores 614,CA,False,Low
M1615,5999,Misc Retail 615,AU,False,Medium
M1616,5541,Gas Stations 616,DE,False,Low
M1617,5812,Restaurants 617,CY,False,High
M1618,5732,Electronics Stores 618,CA,False,Medium
M1619,5812,Restaurants 619,AU,False,Low
M1620,5411,Grocery Stores 620,AU,True,Low
M1621,5541,Gas Stations 621,AU,False,Low
M1622,5411,Grocery Stores 622,US,True,Low
M1623,5411,Grocery Stores 623,DE,False,Medium
M1624,4814,Telecom Services 624,US,False,Medium
M1625,7999,Misc Rec Services 625,AU,False,Low
M1626,5732,Electronics Stores 626,AU,False,Medium
M1627,7999,Misc Rec Services 627,GB,True,Low
M1628,7999,Misc Rec Services 628,FR,True,Low
M1629,4814,Telecom Services 629,FR,False,Low
M1630,5541,Gas Stations 630,GB,False,Low
M1631,4814,Telecom Services 631,GB,False,Medium
M1632,4814,Telecom Services 632,FR,False,Medium
M1633,5732,Electronics Stores 633,DE,False,Low
M1634,5999,Misc Retail 634,AU,True,Low
M1635,5541,Gas Stations 635,GB,False,Medium
M1636,5812,Restaurants 636,CA,False,Low
M1637,5541,Gas Stations 637,AU,False,Low
M1638,7999,Misc Rec Services 638,PA,False,High
M1639,5541,Gas Stations 639,MT,False,High
M1640,5411,Grocery Stores 640,CY,False,High
M1641,7999,Misc Rec Services 641,AU,False,Low
M1642,5732,Electronics Stores 642,DE,False,Low
M1643,5999,Misc Retail 643,US,False,Low
M1644,5541,Gas Stations 644,CA,False,Low
M1645,7999,Misc Rec Services 645,AU,False,Low
M1646,7999,Misc Rec Services 646,AU,False,Low
M1647,4814,Telecom Services 647,DE,False,Low
M1648,5812,Restaurants 648,CA,True,Low
M1649,5411,Grocery Stores 649,DE,False,Low
M1650,4814,Telecom Services 650,GB,True,Low
M1651,5812,Restaurants 651,CA,False,Low
M1652,5999,Misc Retail 652,CA,False,Low
M1653,5411,Grocery Stores 653,CA,True,Low
M1654,5999,Misc Retail 654,AU,False,Low
M1655,5732,Electronics Stores 655,AU,False,Low
M1656,5411,Grocery Stores 656,CA,True,Low
M1657,4814,Telecom Services 657,DE,False,Low
M1658,5541,Gas Stations 658,AU,False,Low
M1659,5411,Grocery Stores 659,GB,False,Low
M1660,5411,Grocery Stores 660,AU,False,Low
M1661,5999,Misc Retail 661,US,False,Low
M1662,5411,Grocery Stores 662,US,True,Low
M1663,5411,Grocery Stores 663,CA,False,Low
M1664,5999,Misc Retail 664,US,True,Low
M1665,5732,Electronics Stores 665,CA,False,Low
M1666,7999,Misc Rec Services 666,GB,False,Medium
M1667,5541,Gas Stations 667,US,False,Low
M1668,5541,Gas Stations 668,AU,False,Low
M1669,7999,Misc Rec Services 669,CA,False,Low
M1670,5732,Electronics Stores 670,RU,False,High
M1671,4814,Telecom Services 671,GB,False,Low
M1672,7999,Misc Rec Services 672,CA,True,Low
M1673,5812,Restaurants 673,AU,True,Low
M1674,5812,Restaurants 674,GB,False,Low
M1675,5541,Gas Stations 675,US,False,Low
M1676,5812,Restaurants 676,CA,False,Low
M1677,5812,Restaurants 677,DE,True,Low
M1678,7999,Misc Rec Services 678,PA,False,High
M1679,4814,Telecom Services 679,AU,False,Low
M1680,5999,Misc Retail 680,FR,True,Low
M1681,5812,Restaurants 681,FR,False,Low
M1682,5541,Gas Stations 682,DE,False,Low
M1683,5411,Grocery Stores 683,CA,False,Low
M1684,5541,Gas Stations 684,CA,False,Medium
M1685,5812,Restaurants 685,GB,False,Low
M1686,5732,Electronics Stores 686,GB,False,Low
M1687,5999,Misc Retail 687,CA,False,Medium
M1688,7999,Misc Rec Services 688,FR,True,Low
M1689,7999,Misc Rec Services 689,FR,False,Low
M1690,5812,Restaurants 690,FR,False,Low
M1691,4814,Telecom Services 691,GB,False,Low
M1692,5411,Grocery Stores 692,DE,False,Low
M1693,5732,Electronics Stores 693,AU,False,Medium
M1694,5812,Restaurants 694,GB,True,Low
M1695,7999,Misc Rec Services 695,CA,True,Low
M1696,5999,Misc Retail 696,FR,False,Low
M1697,5999,Misc Retail 697,US,False,Medium
M1698,5999,Misc Retail 698,US,False,Medium
M1699,7999,Misc Rec Services 699,GB,True,Low
M1700,5732,Electronics Stores 700,DE,True,Low
M1701,5541,Gas Stations 701,DE,False,Low
M1702,4814,Telecom Services 702,DE,False,Medium
M1703,4814,Telecom Services 703,CA,True,Low
M1704,5541,Gas Stations 704,US,False,Low
M1705,5411,Grocery Stores 705,US,True,Low
M1706,7999,Misc Rec Services 706,DE,False,Low
M1707,5411,Grocery Stores 707,FR,True,Low
M1708,5541,Gas Stations 708,AU,False,Low
M1709,5541,Gas Stations 709,FR,False,Medium
M1710,5999,Misc Retail 710,GB,False,Low
M1711,7999,Misc Rec Services 711,US,False,Low
M1712,5999,Misc Retail 712,FR,False,Low
M1713,5541,Gas Stations 713,AU,False,Low
M1714,7999,Misc Rec Services 714,US,True,Low
M1715,5732,Electronics Stores 715,DE,False,Low
M1716,5541,Gas Stations 716,AU,False,Low
M1717,5732,Electronics Stores 717,GB,True,Medium
M1718,7999,Misc Rec Services 718,GB,False,Low
M1719,5812,Restaurants 719,US,False,Medium
M1720,5812,Restaurants 720,CA,False,Low
M1721,5732,Electronics Stores 721,DE,True,Low
M1722,7999,Misc Rec Services 722,GB,True,Low
M1723,4814,Telecom Services 723,US,False,Low
M1724,5411,Grocery Stores 724,GB,False,Low
M1725,5732,Electronics Stores 725,GB,True,Medium
M1726,7999,Misc Rec Services 726,DE,False,Low
M1727,5541,Gas Stations 727,GB,False,Low
M1728,7999,Misc Rec Services 728,DE,False,Medium
M1729,5999,Misc Retail 729,AU,False,Medium
M1730,5812,Restaurants 730,DE,True,Medium
M1731,5812,Restaurants 731,DE,False,Low
M1732,5411,Grocery Stores 732,FR,False,Low
M1733,4814,Telecom Services 733,US,False,Low
M1734,7999,Misc Rec Services 734,CA,True,Low
M1735,4814,Telecom Services 735,US,False,Low
M1736,5999,Misc Retail 736,GB,False,Low
M1737,5541,Gas Stations 737,CA,False,Low
M1738,5541,Gas Stations 738,DE,False,Medium
M1739,7999,Misc Rec Services 739,US,False,Medium
M1740,5999,Misc Retail 740,CA,False,Low
M1741,5541,Gas Stations 741,US,True,Low
M1742,5732,Electronics Stores 742,AU,False,Low
M1743,7999,Misc Rec Services 743,US,False,Medium
M1744,5411,Grocery Stores 744,FR,False,Low
M1745,5999,Misc Retail 745,DE,True,Low
M1746,5999,Misc Retail 746,FR,True,Medium
M1747,5541,Gas Stations 747,CA,False,Low
M1748,4814,Telecom Services 748,CA,True,Low
M1749,7999,Misc Rec Services 749,US,False,Medium
M1750,5541,Gas Stations 750,AU,True,Medium
M1751,5541,Gas Stations 751,US,False,Medium
M1752,7999,Misc Rec Services 752,US,False,Low
M1753,7999,Misc Rec Services 753,AU,False,Low
M1754,5541,Gas Stations 754,AU,False,Low
M1755,5732,Electronics Stores 755,GB,False,Low
M1756,7999,Misc Rec Services 756,DE,False,Low
M1757,5812,Restaurants 757,CA,False,Low
M1758,4814,Telecom Services 758,GB,False,Medium
M1759,5999,Misc Retail 759,RU,True,High
M1760,5541,Gas Stations 760,US,True,Medium
M1761,5411,Grocery Stores 761,GB,False,Low
M1762,4814,Telecom Services 762,AU,False,Medium
M1763,4814,Telecom Services 763,AU,False,Medium
M1764,4814,Telecom Services 764,US,False,Low
M1765,4814,Telecom Services 765,FR,True,Low
M1766,5541,Gas Stations 766,CY,False,High
M1767,5732,Electronics Stores 767,US,False,Low
M1768,5541,Gas Stations 768,US,False,Low
M1769,5541,Gas Stations 769,DE,False,Low
M1770,5812,Restaurants 770,DE,True,Medium
M1771,4814,Telecom Services 771,FR,False,Low
M1772,5812,Restaurants 772,US,True,Low
M1773,4814,Telecom Services 773,US,False,Low
M1774,5411,Grocery Stores 774,PA,False,High
M1775,5541,Gas Stations 775,AU,False,Low
M1776,4814,Telecom Services 776,DE,False,Medium
M1777,7999,Misc Rec Services 777,FR,False,Medium
M1778,5732,Electronics Stores 778,AU,False,Low
M1779,5732,Electronics Stores 779,CA,False,Low
M1780,5732,Electronics Stores 780,AU,True,Low
M1781,5411,Grocery Stores 781,DE,False,Medium
M1782,5732,Electronics Stores 782,US,False,Low
M1783,5732,Electronics Stores 783,US,False,Low
M1784,4814,Telecom Services 784,LV,True,High
M1785,5411,Grocery Stores 785,US,False,Low
M1786,5541,Gas Stations 786,DE,True,Medium
M1787,5999,Misc Retail 787,RU,False,High
M1788,5812,Restaurants 788,US,False,Low
M1789,5812,Restaurants 789,FR,False,Low
M1790,5999,Misc Retail 790,GB,False,Low
M1791,5541,Gas Stations 791,AU,False,Low
M1792,5541,Gas Stations 792,FR,False,Low
M1793,5999,Misc Retail 793,US,False,Low
M1794,5411,Grocery Stores 794,AU,False,Low
M1795,7999,Misc Rec Services 795,CA,True,Medium
M1796,5812,Restaurants 796,GB,False,Low
M1797,5812,Restaurants 797,GB,False,Low
M1798,7999,Misc Rec Services 798,US,False,Low
M1799,5732,Electronics Stores 799,AU,False,Low
M1800,5732,Electronics Stores 800,US,False,Low
M1801,5999,Misc Retail 801,FR,False,Low
M1802,5999,Misc Retail 802,FR,False,Low
M1803,5812,Restaurants 803,FR,True,Low
M1804,4814,Telecom Services 804,DE,False,Low
M1805,5999,Misc Retail 805,FR,True,Low
M1806,5541,Gas Stations 806,DE,False,Low
M1807,5732,Electronics Stores 807,GB,False,Low
M1808,7999,Misc Rec Services 808,CA,False,Low
M1809,5732,Electronics Stores 809,FR,False,Low
M1810,5812,Restaurants 810,AU,False,Low
M1811,5732,Electronics Stores 811,FR,False,Low
M1812,5999,Misc Retail 812,US,True,Low
M1813,5541,Gas Stations 813,DE,False,Low
M1814,5732,Electronics Stores 814,GB,False,Low
M1815,5999,Misc Retail 815,DE,True,Medium
M1816,7999,Misc Rec Services 816,GB,False,Medium
M1817,5411,Grocery Stores 817,FR,True,Low
M1818,5411,Grocery Stores 818,US,False,Low
M1819,7999,Misc Rec Services 819,US,True,Low
M1820,5812,Restaurants 820,CA,True,Low
M1821,7999,Misc Rec Services 821,FR,True,Low
M1822,5411,Grocery Stores 822,CA,False,Low
M1823,4814,Telecom Services 823,US,True,Medium
M1824,5812,Restaurants 824,CA,True,Low
M1825,5999,Misc Retail 825,FR,False,Low
M1826,4814,Telecom Services 826,AU,False,Medium
M1827,5541,Gas Stations 827,US,False,Low
M1828,5732,Electronics Stores 828,AU,False,Low
M1829,4814,Telecom Services 829,AU,False,Low
M1830,5541,Gas Stations 830,US,True,Low
M1831,4814,Telecom Services 831,AU,False,Low
M1832,5812,Restaurants 832,GB,True,Medium
M1833,5999,Misc Retail 833,AU,False,Low
M1834,7999,Misc Rec Services 834,AU,False,Low
M1835,4814,Telecom Services 835,GB,False,Low
M1836,5999,Misc Retail 836,GB,True,Low
M1837,5411,Grocery Stores 837,AU,False,Low
M1838,5411,Grocery Stores 838,US,False,Medium
M1839,5411,Grocery Stores 839,AU,False,Low
M1840,5411,Grocery Stores 840,GB,False,Low
M1841,7999,Misc Rec Services 841,DE,False,Medium
M1842,5812,Restaurants 842,US,False,Low
M1843,5812,Restaurants 843,MT,False,High
M1844,5541,Gas Stations 844,US,True,Low
M1845,4814,Telecom Services 845,CA,False,Low
M1846,7999,Misc Rec Services 846,AU,False,Low
M1847,4814,Telecom Services 847,US,False,Low
M1848,5541,Gas Stations 848,AU,True,Medium
M1849,5411,Grocery Stores 849,CA,True,Low
M1850,5541,Gas Stations 850,FR,True,Low
M1851,5999,Misc Retail 851,GB,False,Low
M1852,4814,Telecom Services 852,CA,False,Low
M1853,5411,Grocery Stores 853,FR,False,Low
M1854,5812,Restaurants 854,US,False,Low
M1855,5999,Misc Retail 855,CA,False,Low
M1856,5411,Grocery Stores 856,US,False,Low
M1857,5812,Restaurants 857,US,True,Low
M1858,5812,Restaurants 858,MT,False,High
M1859,7999,Misc Rec Services 859,GB,False,Medium
M1860,5812,Restaurants 860,AU,False,Low
M1861,4814,Telecom Services 861,US,False,Medium
M1862,5411,Grocery Stores 862,CA,False,Low
M1863,5411,Grocery Stores 863,AU,False,Low
M1864,5732,Electronics Stores 864,US,False,Low
M1865,5411,Grocery Stores 865,GB,False,Low
M1866,5732,Electronics Stores 866,AU,False,Low
M1867,5812,Restaurants 867,DE,True,Low
M1868,5999,Misc Retail 868,LV,False,High
M1869,5732,Electronics Stores 869,US,False,Low
M1870,5999,Misc Retail 870,US,False,Low
M1871,5999,Misc Retail 871,US,False,Medium
M1872,5411,Grocery Stores 872,GB,True,Low
M1873,7999,Misc Rec Services 873,US,False,Low
M1874,7999,Misc Rec Services 874,US,False,Low
M1875,7999,Misc Rec Services 875,AU,False,Low
M1876,4814,Telecom Services 876,GB,False,Low
M1877,7999,Misc Rec Services 877,MT,False,High
M1878,5411,Grocery Stores 878,GB,False,Low
M1879,4814,Telecom Services 879,US,False,Low
M1880,5999,Misc Retail 880,FR,False,Low
M1881,7999,Misc Rec Services 881,GB,False,Low
M1882,5999,Misc Retail 882,GB,False,Medium
M1883,5999,Misc Retail 883,CY,True,High
M1884,5999,Misc Retail 884,AU,False,Medium
M1885,4814,Telecom Services 885,AU,False,Medium
M1886,5411,Grocery Stores 886,AU,False,Low
M1887,5732,Electronics Stores 887,US,False,Low
M1888,5411,Grocery Stores 888,CA,False,Low
M1889,5541,Gas Stations 889,CA,False,Medium
M1890,5732,Electronics Stores 890,LV,True,High
M1891,5732,Electronics Stores 891,CA,False,Medium
M1892,7999,Misc Rec Services 892,FR,False,Low
M1893,5541,Gas Stations 893,AU,False,Low
M1894,5812,Restaurants 894,CA,False,Low
M1895,5732,Electronics Stores 895,MT,False,High
M1896,7999,Misc Rec Services 896,US,True,Low
M1897,5812,Restaurants 897,DE,False,Low
M1898,5732,Electronics Stores 898,GB,False,Low
M1899,5732,Electronics Stores 899,FR,True,Low
M1900,7999,Misc Rec Services 900,CA,False,Low
M1901,5999,Misc Retail 901,DE,False,Low
M1902,5411,Grocery Stores 902,DE,False,Low
M1903,5999,Misc Retail 903,CA,False,Low
M1904,5999,Misc Retail 904,DE,True,Low
M1905,5411,Grocery Stores 905,GB,False,Medium
M1906,7999,Misc Rec Services 906,DE,False,Low
M1907,5732,Electronics Stores 907,AU,True,Low
M1908,5541,Gas Stations 908,US,False,Low
M1909,5999,Misc Retail 909,GB,False,Low
M1910,5732,Electronics Stores 910,CA,False,Low
M1911,7999,Misc Rec Services 911,US,False,Medium
M1912,5812,Restaurants 912,FR,False,Medium
M1913,5812,Restaurants 913,MT,False,High
M1914,5541,Gas Stations 914,GB,False,Low
M1915,7999,Misc Rec Services 915,US,False,Low
M1916,7999,Misc Rec Services 916,GB,False,Low
M1917,7999,Misc Rec Services 917,CY,True,High
M1918,5732,Electronics Stores 918,FR,False,Low
M1919,5411,Grocery Stores 919,US,False,Low
M1920,5541,Gas Stations 920,DE,False,Medium
M1921,5812,Restaurants 921,DE,False,Low
M1922,7999,Misc Rec Services 922,GB,False,Low
M1923,5999,Misc Retail 923,US,False,Medium
M1924,5732,Electronics Stores 924,DE,False,Medium
M1925,5999,Misc Retail 925,CA,True,Medium
M1926,7999,Misc Rec Services 926,PA,False,High
M1927,5732,Electronics Stores 927,CA,False,Low
M1928,5732,Electronics Stores 928,DE,True,Low
M1929,5541,Gas Stations 929,FR,False,Medium
M1930,5999,Misc Retail 930,GB,False,Low
M1931,7999,Misc Rec Services 931,GB,True,Medium
M1932,5541,Gas Stations 932,AU,False,Low
M1933,4814,Telecom Services 933,CA,False,Low
M1934,7999,Misc Rec Services 934,DE,False,Low
M1935,5411,Grocery Stores 935,CA,False,Low
M1936,4814,Telecom Services 936,US,False,Low
M1937,5812,Restaurants 937,CA,False,Low
M1938,4814,Telecom Services 938,FR,False,Low
M1939,5999,Misc Retail 939,GB,False,Medium
M1940,7999,Misc Rec Services 940,AU,False,Low
M1941,5541,Gas Stations 941,CA,False,Medium
M1942,5411,Grocery Stores 942,US,False,Low
M1943,4814,Telecom Services 943,DE,False,Low
M1944,5812,Restaurants 944,DE,False,Low
M1945,5541,Gas Stations 945,GB,False,Low
M1946,5541,Gas Stations 946,DE,False,Low
M1947,7999,Misc Rec Services 947,FR,False,Low
M1948,7999,Misc Rec Services 948,AU,True,Low
M1949,5411,Grocery Stores 949,AU,False,Low
M1950,5732,Electronics Stores 950,AU,False,Low
M1951,5812,Restaurants 951,DE,True,Medium
M1952,5411,Grocery Stores 952,GB,False,Low
M1953,4814,Telecom Services 953,FR,False,Low
M1954,7999,Misc Rec Services 954,FR,False,Low
M1955,5541,Gas Stations 955,FR,False,Medium
M1956,5732,Electronics Stores 956,CA,False,Low
M1957,5812,Restaurants 957,CA,False,Low
M1958,5411,Grocery Stores 958,PA,False,High
M1959,5812,Restaurants 959,FR,False,Medium
M1960,5541,Gas Stations 960,FR,False,Low
M1961,4814,Telecom Services 961,RU,False,High
M1962,5541,Gas Stations 962,GB,False,Medium
M1963,5732,Electronics Stores 963,US,True,Medium
M1964,5541,Gas Stations 964,CA,False,Low
M1965,5541,Gas Stations 965,FR,True,Medium
M1966,5732,Electronics Stores 966,CA,True,Medium
M1967,5812,Restaurants 967,US,False,Low
M1968,5541,Gas Stations 968,DE,False,Low
M1969,5411,Grocery Stores 969,GB,False,Low
M1970,5541,Gas Stations 970,FR,True,Medium
M1971,5812,Restaurants 971,GB,False,Low
M1972,4814,Telecom Services 972,GB,False,Medium
M1973,5541,Gas Stations 973,GB,False,Low
M1974,7999,Misc Rec Services 974,FR,False,Medium
M1975,4814,Telecom Services 975,US,True,Low
M1976,5541,Gas Stations 976,CA,False,Low
M1977,5999,Misc Retail 977,US,False,Low
M1978,5411,Grocery Stores 978,CA,True,Low
M1979,5999,Misc Retail 979,GB,False,Low
M1980,4814,Telecom Services 980,DE,True,Medium
M1981,4814,Telecom Services 981,CA,False,Low
M1982,5411,Grocery Stores 982,DE,False,Low
M1983,5541,Gas Stations 983,US,False,Low
M1984,7999,Misc Rec Services 984,LV,False,High
M1985,4814,Telecom Services 985,CA,False,Low
M1986,7999,Misc Rec Services 986,FR,False,Low
M1987,5732,Electronics Stores 987,US,False,Low
M1988,5812,Restaurants 988,AU,False,Medium
M1989,5812,Restaurants 989,GB,False,Medium
M1990,5411,Grocery Stores 990,US,False,Low
M1991,7999,Misc Rec Services 991,FR,False,Low
M1992,5999,Misc Retail 992,FR,True,Low
M1993,7999,Misc Rec Services 993,GB,False,Low
M1994,4814,Telecom Services 994,US,False,Medium
M1995,5812,Restaurants 995,FR,False,Low
M1996,5732,Electronics Stores 996,DE,False,Medium
M1997,5812,Restaurants 997,US,True,Low
M1998,5411,Grocery Stores 998,US,False,Low
M1999,5812,Restaurants 999,CA,False,Low
